id,ac_no,topic_id,title
28663,29,2,Independent candidates emerge as spoilers in Runnisaidpur triangular contest
28664,29,3,Women voters of Runnisaidpur demand better primary healthcare and clean water
28665,29,25,Voter turnout expected to touch record highs in Runnisaidpur
28666,29,-1,Flood protection works in Runnisaidpur inspected by state cabinet delegation
28667,29,7,Bihar Elections 2025: Key issues dominate debates in Runnisaidpur
28668,29,59,High stakes battle in Runnisaidpur as rival candidates file affidavits
28669,29,-1,Flood protection works in Runnisaidpur inspected by state cabinet delegation
28670,29,7,Bihar Elections 2025: Key issues dominate debates in Runnisaidpur
28671,29,-1,Economic survey reports positive growth in Runnisaidpur assembly segment
28672,29,-1,Flood protection works in Runnisaidpur inspected by state cabinet delegation
28673,30,92,Independent candidates emerge as spoilers in Belsand triangular contest
28674,30,-1,High stakes battle in Belsand as rival candidates file affidavits
28675,30,-1,Political rally in Belsand draws massive crowds ahead of voting day
28676,30,125,Economic survey reports positive growth in Belsand assembly segment
28677,30,125,Economic survey reports positive growth in Belsand assembly segment
28678,30,-1,High stakes battle in Belsand as rival candidates file affidavits
28679,30,125,Economic survey reports positive growth in Belsand assembly segment
28680,30,-1,Women voters of Belsand demand better primary healthcare and clean water
28681,30,-1,Political rally in Belsand draws massive crowds ahead of voting day
28682,30,139,Welfare scheme execution becomes election issue in Belsand
28683,30,125,Economic survey reports positive growth in Belsand assembly segment
28684,30,92,Independent candidates emerge as spoilers in Belsand triangular contest
28685,30,147,Flood protection works in Belsand inspected by state cabinet delegation
28686,30,147,Flood protection works in Belsand inspected by state cabinet delegation
28687,30,139,Welfare scheme execution becomes election issue in Belsand
28688,30,-1,High stakes battle in Belsand as rival candidates file affidavits
28689,30,139,Welfare scheme execution becomes election issue in Belsand
28690,30,139,Welfare scheme execution becomes election issue in Belsand
28691,30,-1,Women voters of Belsand demand better primary healthcare and clean water
28692,30,-1,Women voters of Belsand demand better primary healthcare and clean water
28693,30,-1,Women voters of Belsand demand better primary healthcare and clean water
28694,30,125,Economic survey reports positive growth in Belsand assembly segment
28695,30,52,Voter turnout expected to touch record highs in Belsand
28696,31,-1,High stakes battle in Harlakhi as rival candidates file affidavits
28697,31,115,Women voters of Harlakhi demand better primary healthcare and clean water
28698,31,61,Voter turnout expected to touch record highs in Harlakhi
28699,31,101,Bihar Elections 2025: Key issues dominate debates in Harlakhi
28700,31,-1,Economic survey reports positive growth in Harlakhi assembly segment
28701,31,88,Flood protection works in Harlakhi inspected by state cabinet delegation
28702,31,-1,High stakes battle in Harlakhi as rival candidates file affidavits
28703,31,115,Women voters of Harlakhi demand better primary healthcare and clean water
28704,31,61,Voter turnout expected to touch record highs in Harlakhi
28705,31,61,Voter turnout expected to touch record highs in Harlakhi
28706,31,1,Welfare scheme execution becomes election issue in Harlakhi
28707,31,101,Bihar Elections 2025: Key issues dominate debates in Harlakhi
28708,31,-1,High stakes battle in Harlakhi as rival candidates file affidavits
28709,31,-1,High stakes battle in Harlakhi as rival candidates file affidavits
28710,31,27,Political rally in Harlakhi draws massive crowds ahead of voting day
28811,36,-1,Women voters of Madhubani demand better primary healthcare and clean water
28812,36,95,Welfare scheme execution becomes election issue in Madhubani
28813,36,-1,Women voters of Madhubani demand better primary healthcare and clean water
28814,36,34,Political rally in Madhubani draws massive crowds ahead of voting day
28815,36,138,High stakes battle in Madhubani as rival candidates file affidavits
28816,36,34,Political rally in Madhubani draws massive crowds ahead of voting day
28817,36,-1,Flood protection works in Madhubani inspected by state cabinet delegation
28818,36,-1,Flood protection works in Madhubani inspected by state cabinet delegation
28819,36,101,Bihar Elections 2025: Key issues dominate debates in Madhubani
28820,36,-1,Voter turnout expected to touch record highs in Madhubani
28821,37,58,Bihar Elections 2025: Key issues dominate debates in Rajnagar
28822,37,102,Women voters of Rajnagar demand better primary healthcare and clean water
28823,37,72,Independent candidates emerge as spoilers in Rajnagar triangular contest
28824,37,35,Voter turnout expected to touch record highs in Rajnagar
28718,31,1,Welfare scheme execution becomes election issue in Harlakhi
28719,31,-1,Economic survey reports positive growth in Harlakhi assembly segment
28720,31,-1,Economic survey reports positive growth in Harlakhi assembly segment
28721,31,61,Voter turnout expected to touch record highs in Harlakhi
28722,31,27,Political rally in Harlakhi draws massive crowds ahead of voting day
28723,32,-1,Independent candidates emerge as spoilers in Benipatti triangular contest
28724,32,12,High stakes battle in Benipatti as rival candidates file affidavits
28725,32,70,Voter turnout expected to touch record highs in Benipatti
28726,32,41,Flood protection works in Benipatti inspected by state cabinet delegation
28727,32,-1,Bihar Elections 2025: Key issues dominate debates in Benipatti
28728,32,13,Economic survey reports positive growth in Benipatti assembly segment
28729,32,-1,Women voters of Benipatti demand better primary healthcare and clean water
28730,32,12,High stakes battle in Benipatti as rival candidates file affidavits
28731,32,-1,Women voters of Benipatti demand better primary healthcare and clean water
28732,32,-1,Bihar Elections 2025: Key issues dominate debates in Benipatti
28733,32,70,Voter turnout expected to touch record highs in Benipatti
28734,32,-1,Bihar Elections 2025: Key issues dominate debates in Benipatti
28735,32,-1,Independent candidates emerge as spoilers in Benipatti triangular contest
28736,32,-1,Independent candidates emerge as spoilers in Benipatti triangular contest
28737,32,27,Political rally in Benipatti draws massive crowds ahead of voting day
28738,32,-1,Independent candidates emerge as spoilers in Benipatti triangular contest
28739,32,27,Political rally in Benipatti draws massive crowds ahead of voting day
28740,32,13,Economic survey reports positive growth in Benipatti assembly segment
28741,32,41,Flood protection works in Benipatti inspected by state cabinet delegation
28742,32,-1,Women voters of Benipatti demand better primary healthcare and clean water
28743,32,13,Economic survey reports positive growth in Benipatti assembly segment
28744,32,49,Welfare scheme execution becomes election issue in Benipatti
28745,33,145,High stakes battle in Khajauli as rival candidates file affidavits
28746,33,30,Voter turnout expected to touch record highs in Khajauli
28747,33,4,Political rally in Khajauli draws massive crowds ahead of voting day
28748,33,-1,Independent candidates emerge as spoilers in Khajauli triangular contest
28749,33,55,Women voters of Khajauli demand better primary healthcare and clean water
28750,33,51,Bihar Elections 2025: Key issues dominate debates in Khajauli
28751,33,55,Women voters of Khajauli demand better primary healthcare and clean water
28752,33,29,Economic survey reports positive growth in Khajauli assembly segment
28753,33,145,High stakes battle in Khajauli as rival candidates file affidavits
28754,33,55,Women voters of Khajauli demand better primary healthcare and clean water
28755,33,51,Bihar Elections 2025: Key issues dominate debates in Khajauli
28756,33,99,Welfare scheme execution becomes election issue in Khajauli
28757,33,30,Voter turnout expected to touch record highs in Khajauli
28758,33,-1,Independent candidates emerge as spoilers in Khajauli triangular contest
28759,33,51,Bihar Elections 2025: Key issues dominate debates in Khajauli
28760,33,32,Flood protection works in Khajauli inspected by state cabinet delegation
28761,33,55,Women voters of Khajauli demand better primary healthcare and clean water
28762,34,97,Independent candidates emerge as spoilers in Babubarhi triangular contest
28763,34,40,Voter turnout expected to touch record highs in Babubarhi
28764,34,54,Flood protection works in Babubarhi inspected by state cabinet delegation
28765,34,40,Voter turnout expected to touch record highs in Babubarhi
28766,34,97,Independent candidates emerge as spoilers in Babubarhi triangular contest
28767,34,12,High stakes battle in Babubarhi as rival candidates file affidavits
28768,34,40,Voter turnout expected to touch record highs in Babubarhi
28769,34,87,Welfare scheme execution becomes election issue in Babubarhi
28770,34,-1,Political rally in Babubarhi draws massive crowds ahead of voting day
28771,34,12,High stakes battle in Babubarhi as rival candidates file affidavits
28772,34,87,Welfare scheme execution becomes election issue in Babubarhi
28773,34,13,Economic survey reports positive growth in Babubarhi assembly segment
28774,34,87,Welfare scheme execution becomes election issue in Babubarhi
28775,34,54,Flood protection works in Babubarhi inspected by state cabinet delegation
28776,34,66,Bihar Elections 2025: Key issues dominate debates in Babubarhi
28777,34,-1,Political rally in Babubarhi draws massive crowds ahead of voting day
28778,34,66,Bihar Elections 2025: Key issues dominate debates in Babubarhi
28779,34,-1,Political rally in Babubarhi draws massive crowds ahead of voting day
28780,35,103,Economic survey reports positive growth in Bisfi assembly segment
28781,35,121,Independent candidates emerge as spoilers in Bisfi triangular contest
28782,35,88,Flood protection works in Bisfi inspected by state cabinet delegation
28783,35,88,Flood protection works in Bisfi inspected by state cabinet delegation
28784,35,-1,High stakes battle in Bisfi as rival candidates file affidavits
28785,35,0,Bihar Elections 2025: Key issues dominate debates in Bisfi
28786,35,121,Independent candidates emerge as spoilers in Bisfi triangular contest
28787,35,-1,Voter turnout expected to touch record highs in Bisfi
28788,35,-1,High stakes battle in Bisfi as rival candidates file affidavits
28789,35,-1,Women voters of Bisfi demand better primary healthcare and clean water
28790,35,88,Flood protection works in Bisfi inspected by state cabinet delegation
28791,35,-1,Women voters of Bisfi demand better primary healthcare and clean water
28792,35,27,Political rally in Bisfi draws massive crowds ahead of voting day
28793,35,-1,High stakes battle in Bisfi as rival candidates file affidavits
28794,35,-1,Women voters of Bisfi demand better primary healthcare and clean water
28795,36,16,Independent candidates emerge as spoilers in Madhubani triangular contest
28796,36,-1,Voter turnout expected to touch record highs in Madhubani
28797,36,-1,Flood protection works in Madhubani inspected by state cabinet delegation
28798,36,-1,Flood protection works in Madhubani inspected by state cabinet delegation
28799,36,95,Welfare scheme execution becomes election issue in Madhubani
28800,36,101,Bihar Elections 2025: Key issues dominate debates in Madhubani
28801,36,16,Independent candidates emerge as spoilers in Madhubani triangular contest
28802,36,-1,Flood protection works in Madhubani inspected by state cabinet delegation
28803,36,95,Welfare scheme execution becomes election issue in Madhubani
28804,36,34,Political rally in Madhubani draws massive crowds ahead of voting day
28805,36,-1,Women voters of Madhubani demand better primary healthcare and clean water
28806,36,-1,Flood protection works in Madhubani inspected by state cabinet delegation
28807,36,16,Independent candidates emerge as spoilers in Madhubani triangular contest
28808,36,95,Welfare scheme execution becomes election issue in Madhubani
28809,36,138,High stakes battle in Madhubani as rival candidates file affidavits
28810,36,-1,Flood protection works in Madhubani inspected by state cabinet delegation
28911,41,93,High stakes battle in Nirmali as rival candidates file affidavits
28912,41,29,Economic survey reports positive growth in Nirmali assembly segment
28913,41,111,Women voters of Nirmali demand better primary healthcare and clean water
28914,41,93,High stakes battle in Nirmali as rival candidates file affidavits
28915,41,29,Economic survey reports positive growth in Nirmali assembly segment
28916,41,83,Independent candidates emerge as spoilers in Nirmali triangular contest
28917,41,28,Bihar Elections 2025: Key issues dominate debates in Nirmali
28918,41,57,Welfare scheme execution becomes election issue in Nirmali
28919,41,28,Bihar Elections 2025: Key issues dominate debates in Nirmali
28920,41,37,Voter turnout expected to touch record highs in Nirmali
28921,41,93,High stakes battle in Nirmali as rival candidates file affidavits
28922,41,28,Bihar Elections 2025: Key issues dominate debates in Nirmali
28923,41,37,Voter turnout expected to touch record highs in Nirmali
28924,41,83,Independent candidates emerge as spoilers in Nirmali triangular contest
28925,41,5,Flood protection works in Nirmali inspected by state cabinet delegation
28926,41,83,Independent candidates emerge as spoilers in Nirmali triangular contest
28825,37,19,Political rally in Rajnagar draws massive crowds ahead of voting day
28826,37,58,Bihar Elections 2025: Key issues dominate debates in Rajnagar
28827,37,72,Independent candidates emerge as spoilers in Rajnagar triangular contest
28828,37,91,Welfare scheme execution becomes election issue in Rajnagar
28829,37,31,Flood protection works in Rajnagar inspected by state cabinet delegation
28830,37,67,Economic survey reports positive growth in Rajnagar assembly segment
28831,37,67,Economic survey reports positive growth in Rajnagar assembly segment
28832,37,23,High stakes battle in Rajnagar as rival candidates file affidavits
28833,37,67,Economic survey reports positive growth in Rajnagar assembly segment
28834,37,23,High stakes battle in Rajnagar as rival candidates file affidavits
28835,37,35,Voter turnout expected to touch record highs in Rajnagar
28836,37,23,High stakes battle in Rajnagar as rival candidates file affidavits
28837,37,23,High stakes battle in Rajnagar as rival candidates file affidavits
28838,37,23,High stakes battle in Rajnagar as rival candidates file affidavits
28839,37,35,Voter turnout expected to touch record highs in Rajnagar
28840,37,19,Political rally in Rajnagar draws massive crowds ahead of voting day
28841,38,2,Independent candidates emerge as spoilers in Jhanjharpur triangular contest
28842,38,47,Economic survey reports positive growth in Jhanjharpur assembly segment
28843,38,1,Welfare scheme execution becomes election issue in Jhanjharpur
28844,38,26,Political rally in Jhanjharpur draws massive crowds ahead of voting day
28845,38,-1,High stakes battle in Jhanjharpur as rival candidates file affidavits
28846,38,25,Voter turnout expected to touch record highs in Jhanjharpur
28847,38,26,Political rally in Jhanjharpur draws massive crowds ahead of voting day
28848,38,25,Voter turnout expected to touch record highs in Jhanjharpur
28849,38,47,Economic survey reports positive growth in Jhanjharpur assembly segment
28850,38,-1,Flood protection works in Jhanjharpur inspected by state cabinet delegation
28851,38,2,Independent candidates emerge as spoilers in Jhanjharpur triangular contest
28852,38,2,Independent candidates emerge as spoilers in Jhanjharpur triangular contest
28853,38,-1,Flood protection works in Jhanjharpur inspected by state cabinet delegation
28854,38,3,Women voters of Jhanjharpur demand better primary healthcare and clean water
28855,38,47,Economic survey reports positive growth in Jhanjharpur assembly segment
28856,38,7,Bihar Elections 2025: Key issues dominate debates in Jhanjharpur
28857,38,1,Welfare scheme execution becomes election issue in Jhanjharpur
28858,38,-1,Flood protection works in Jhanjharpur inspected by state cabinet delegation
28859,38,3,Women voters of Jhanjharpur demand better primary healthcare and clean water
28860,38,1,Welfare scheme execution becomes election issue in Jhanjharpur
28861,38,47,Economic survey reports positive growth in Jhanjharpur assembly segment
28862,38,2,Independent candidates emerge as spoilers in Jhanjharpur triangular contest
28863,39,90,Flood protection works in Phulparas inspected by state cabinet delegation
28864,39,-1,Bihar Elections 2025: Key issues dominate debates in Phulparas
28865,39,90,Flood protection works in Phulparas inspected by state cabinet delegation
28866,39,-1,Women voters of Phulparas demand better primary healthcare and clean water
28867,39,-1,Bihar Elections 2025: Key issues dominate debates in Phulparas
28868,39,146,Voter turnout expected to touch record highs in Phulparas
28869,39,-1,Independent candidates emerge as spoilers in Phulparas triangular contest
28870,39,146,Voter turnout expected to touch record highs in Phulparas
28871,39,96,Welfare scheme execution becomes election issue in Phulparas
28872,39,-1,Bihar Elections 2025: Key issues dominate debates in Phulparas
28873,39,96,Welfare scheme execution becomes election issue in Phulparas
28874,39,-1,Bihar Elections 2025: Key issues dominate debates in Phulparas
28875,39,27,Political rally in Phulparas draws massive crowds ahead of voting day
28876,39,146,Voter turnout expected to touch record highs in Phulparas
28877,39,27,Political rally in Phulparas draws massive crowds ahead of voting day
28878,39,-1,Bihar Elections 2025: Key issues dominate debates in Phulparas
28879,39,96,Welfare scheme execution becomes election issue in Phulparas
28880,39,53,Economic survey reports positive growth in Phulparas assembly segment
28881,39,27,Political rally in Phulparas draws massive crowds ahead of voting day
28882,39,-1,Bihar Elections 2025: Key issues dominate debates in Phulparas
28883,39,96,Welfare scheme execution becomes election issue in Phulparas
28884,39,90,Flood protection works in Phulparas inspected by state cabinet delegation
28885,39,146,Voter turnout expected to touch record highs in Phulparas
28886,40,34,Political rally in Laukaha draws massive crowds ahead of voting day
28887,40,104,Women voters of Laukaha demand better primary healthcare and clean water
28888,40,134,Welfare scheme execution becomes election issue in Laukaha
28889,40,-1,Flood protection works in Laukaha inspected by state cabinet delegation
28890,40,134,Welfare scheme execution becomes election issue in Laukaha
28891,40,9,Economic survey reports positive growth in Laukaha assembly segment
28892,40,-1,High stakes battle in Laukaha as rival candidates file affidavits
28893,40,126,Voter turnout expected to touch record highs in Laukaha
28894,40,-1,High stakes battle in Laukaha as rival candidates file affidavits
28895,40,34,Political rally in Laukaha draws massive crowds ahead of voting day
28896,40,64,Independent candidates emerge as spoilers in Laukaha triangular contest
28897,40,104,Women voters of Laukaha demand better primary healthcare and clean water
28898,40,9,Economic survey reports positive growth in Laukaha assembly segment
28899,40,126,Voter turnout expected to touch record highs in Laukaha
28900,40,8,Bihar Elections 2025: Key issues dominate debates in Laukaha
28901,40,134,Welfare scheme execution becomes election issue in Laukaha
28902,40,64,Independent candidates emerge as spoilers in Laukaha triangular contest
28903,40,-1,Flood protection works in Laukaha inspected by state cabinet delegation
28904,40,-1,Flood protection works in Laukaha inspected by state cabinet delegation
28905,40,34,Political rally in Laukaha draws massive crowds ahead of voting day
28906,40,126,Voter turnout expected to touch record highs in Laukaha
28907,40,34,Political rally in Laukaha draws massive crowds ahead of voting day
28908,41,28,Bihar Elections 2025: Key issues dominate debates in Nirmali
28909,41,29,Economic survey reports positive growth in Nirmali assembly segment
28910,41,5,Flood protection works in Nirmali inspected by state cabinet delegation
29011,45,103,Economic survey reports positive growth in Chhatapur assembly segment
28927,41,57,Welfare scheme execution becomes election issue in Nirmali
28928,41,114,Political rally in Nirmali draws massive crowds ahead of voting day
28929,41,57,Welfare scheme execution becomes election issue in Nirmali
28930,42,84,Economic survey reports positive growth in Pipra assembly segment
28931,42,141,Voter turnout expected to touch record highs in Pipra
28932,42,65,Independent candidates emerge as spoilers in Pipra triangular contest
28933,42,84,Economic survey reports positive growth in Pipra assembly segment
28934,42,54,Flood protection works in Pipra inspected by state cabinet delegation
28935,42,49,Welfare scheme execution becomes election issue in Pipra
28936,42,141,Voter turnout expected to touch record highs in Pipra
28937,42,84,Economic survey reports positive growth in Pipra assembly segment
28938,42,0,Bihar Elections 2025: Key issues dominate debates in Pipra
28939,42,142,Women voters of Pipra demand better primary healthcare and clean water
28940,42,49,Welfare scheme execution becomes election issue in Pipra
28941,42,54,Flood protection works in Pipra inspected by state cabinet delegation
28942,42,49,Welfare scheme execution becomes election issue in Pipra
28943,42,49,Welfare scheme execution becomes election issue in Pipra
28944,42,128,High stakes battle in Pipra as rival candidates file affidavits
28945,42,142,Women voters of Pipra demand better primary healthcare and clean water
28946,42,49,Welfare scheme execution becomes election issue in Pipra
28947,42,84,Economic survey reports positive growth in Pipra assembly segment
28948,42,54,Flood protection works in Pipra inspected by state cabinet delegation
28949,42,49,Welfare scheme execution becomes election issue in Pipra
28950,42,54,Flood protection works in Pipra inspected by state cabinet delegation
28951,43,-1,Voter turnout expected to touch record highs in Supaul
28952,43,-1,Voter turnout expected to touch record highs in Supaul
28953,43,-1,Flood protection works in Supaul inspected by state cabinet delegation
28954,43,53,Economic survey reports positive growth in Supaul assembly segment
28955,43,-1,Flood protection works in Supaul inspected by state cabinet delegation
28956,43,-1,Flood protection works in Supaul inspected by state cabinet delegation
28957,43,143,Welfare scheme execution becomes election issue in Supaul
28958,43,28,Bihar Elections 2025: Key issues dominate debates in Supaul
28959,43,-1,Voter turnout expected to touch record highs in Supaul
28960,43,-1,Voter turnout expected to touch record highs in Supaul
28961,43,62,Political rally in Supaul draws massive crowds ahead of voting day
28962,43,62,Political rally in Supaul draws massive crowds ahead of voting day
28963,43,28,Bihar Elections 2025: Key issues dominate debates in Supaul
28964,43,143,Welfare scheme execution becomes election issue in Supaul
28965,43,89,High stakes battle in Supaul as rival candidates file affidavits
28966,43,28,Bihar Elections 2025: Key issues dominate debates in Supaul
28967,43,-1,Voter turnout expected to touch record highs in Supaul
28968,43,-1,Voter turnout expected to touch record highs in Supaul
28969,43,69,Independent candidates emerge as spoilers in Supaul triangular contest
28970,43,89,High stakes battle in Supaul as rival candidates file affidavits
28971,43,53,Economic survey reports positive growth in Supaul assembly segment
28972,43,-1,Voter turnout expected to touch record highs in Supaul
28973,43,-1,Voter turnout expected to touch record highs in Supaul
28974,44,-1,Voter turnout expected to touch record highs in Triveniganj
28975,44,38,Flood protection works in Triveniganj inspected by state cabinet delegation
28976,44,72,Independent candidates emerge as spoilers in Triveniganj triangular contest
28977,44,67,Economic survey reports positive growth in Triveniganj assembly segment
28978,44,8,Bihar Elections 2025: Key issues dominate debates in Triveniganj
28979,44,56,Welfare scheme execution becomes election issue in Triveniganj
28980,44,116,High stakes battle in Triveniganj as rival candidates file affidavits
28981,44,8,Bihar Elections 2025: Key issues dominate debates in Triveniganj
28982,44,-1,Voter turnout expected to touch record highs in Triveniganj
28983,44,-1,Political rally in Triveniganj draws massive crowds ahead of voting day
28984,44,102,Women voters of Triveniganj demand better primary healthcare and clean water
28985,44,-1,Political rally in Triveniganj draws massive crowds ahead of voting day
28986,44,102,Women voters of Triveniganj demand better primary healthcare and clean water
28987,44,-1,Political rally in Triveniganj draws massive crowds ahead of voting day
28988,44,8,Bihar Elections 2025: Key issues dominate debates in Triveniganj
28989,44,-1,Voter turnout expected to touch record highs in Triveniganj
28990,44,56,Welfare scheme execution becomes election issue in Triveniganj
28991,44,67,Economic survey reports positive growth in Triveniganj assembly segment
28992,44,116,High stakes battle in Triveniganj as rival candidates file affidavits
28993,45,41,Flood protection works in Chhatapur inspected by state cabinet delegation
28994,45,119,Independent candidates emerge as spoilers in Chhatapur triangular contest
28995,45,103,Economic survey reports positive growth in Chhatapur assembly segment
28996,45,63,Women voters of Chhatapur demand better primary healthcare and clean water
28997,45,103,Economic survey reports positive growth in Chhatapur assembly segment
28998,45,103,Economic survey reports positive growth in Chhatapur assembly segment
28999,45,103,Economic survey reports positive growth in Chhatapur assembly segment
29000,45,119,Independent candidates emerge as spoilers in Chhatapur triangular contest
29001,45,103,Economic survey reports positive growth in Chhatapur assembly segment
29002,45,119,Independent candidates emerge as spoilers in Chhatapur triangular contest
29003,45,41,Flood protection works in Chhatapur inspected by state cabinet delegation
29004,45,-1,Bihar Elections 2025: Key issues dominate debates in Chhatapur
29005,45,45,High stakes battle in Chhatapur as rival candidates file affidavits
29006,45,45,High stakes battle in Chhatapur as rival candidates file affidavits
29007,45,103,Economic survey reports positive growth in Chhatapur assembly segment
29008,45,63,Women voters of Chhatapur demand better primary healthcare and clean water
29009,45,70,Voter turnout expected to touch record highs in Chhatapur
29010,45,45,High stakes battle in Chhatapur as rival candidates file affidavits
29111,49,7,Bihar Elections 2025: Key issues dominate debates in Araria
29112,49,90,Flood protection works in Araria inspected by state cabinet delegation
29113,49,130,Voter turnout expected to touch record highs in Araria
29114,49,18,Welfare scheme execution becomes election issue in Araria
29012,46,21,Political rally in Narpatganj draws massive crowds ahead of voting day
29013,46,-1,Economic survey reports positive growth in Narpatganj assembly segment
29014,46,111,Women voters of Narpatganj demand better primary healthcare and clean water
29015,46,-1,Economic survey reports positive growth in Narpatganj assembly segment
29016,46,-1,Economic survey reports positive growth in Narpatganj assembly segment
29017,46,17,Independent candidates emerge as spoilers in Narpatganj triangular contest
29018,46,-1,High stakes battle in Narpatganj as rival candidates file affidavits
29019,46,-1,High stakes battle in Narpatganj as rival candidates file affidavits
29020,46,21,Political rally in Narpatganj draws massive crowds ahead of voting day
29021,46,-1,High stakes battle in Narpatganj as rival candidates file affidavits
29022,46,57,Welfare scheme execution becomes election issue in Narpatganj
29023,46,57,Welfare scheme execution becomes election issue in Narpatganj
29024,46,-1,Voter turnout expected to touch record highs in Narpatganj
29025,46,-1,Economic survey reports positive growth in Narpatganj assembly segment
29026,46,11,Bihar Elections 2025: Key issues dominate debates in Narpatganj
29027,46,17,Independent candidates emerge as spoilers in Narpatganj triangular contest
29028,46,111,Women voters of Narpatganj demand better primary healthcare and clean water
29029,46,11,Bihar Elections 2025: Key issues dominate debates in Narpatganj
29030,46,105,Flood protection works in Narpatganj inspected by state cabinet delegation
29031,46,57,Welfare scheme execution becomes election issue in Narpatganj
29032,47,17,Independent candidates emerge as spoilers in Raniganj triangular contest
29033,47,21,Political rally in Raniganj draws massive crowds ahead of voting day
29034,47,17,Independent candidates emerge as spoilers in Raniganj triangular contest
29035,47,36,Economic survey reports positive growth in Raniganj assembly segment
29036,47,15,Welfare scheme execution becomes election issue in Raniganj
29037,47,15,Welfare scheme execution becomes election issue in Raniganj
29038,47,17,Independent candidates emerge as spoilers in Raniganj triangular contest
29039,47,10,Flood protection works in Raniganj inspected by state cabinet delegation
29040,47,15,Welfare scheme execution becomes election issue in Raniganj
29041,47,17,Independent candidates emerge as spoilers in Raniganj triangular contest
29042,47,17,Independent candidates emerge as spoilers in Raniganj triangular contest
29043,47,78,High stakes battle in Raniganj as rival candidates file affidavits
29044,47,20,Voter turnout expected to touch record highs in Raniganj
29045,47,21,Political rally in Raniganj draws massive crowds ahead of voting day
29046,47,15,Welfare scheme execution becomes election issue in Raniganj
29047,47,17,Independent candidates emerge as spoilers in Raniganj triangular contest
29048,47,21,Political rally in Raniganj draws massive crowds ahead of voting day
29049,47,17,Independent candidates emerge as spoilers in Raniganj triangular contest
29050,47,78,High stakes battle in Raniganj as rival candidates file affidavits
29051,47,10,Flood protection works in Raniganj inspected by state cabinet delegation
29052,47,6,Women voters of Raniganj demand better primary healthcare and clean water
29053,47,78,High stakes battle in Raniganj as rival candidates file affidavits
29054,47,21,Political rally in Raniganj draws massive crowds ahead of voting day
29055,47,10,Flood protection works in Raniganj inspected by state cabinet delegation
29056,47,21,Political rally in Raniganj draws massive crowds ahead of voting day
29057,47,15,Welfare scheme execution becomes election issue in Raniganj
29058,47,11,Bihar Elections 2025: Key issues dominate debates in Raniganj
29059,47,15,Welfare scheme execution becomes election issue in Raniganj
29060,48,6,Women voters of Forbesganj demand better primary healthcare and clean water
29061,48,11,Bihar Elections 2025: Key issues dominate debates in Forbesganj
29062,48,17,Independent candidates emerge as spoilers in Forbesganj triangular contest
29063,48,10,Flood protection works in Forbesganj inspected by state cabinet delegation
29064,48,17,Independent candidates emerge as spoilers in Forbesganj triangular contest
29065,48,15,Welfare scheme execution becomes election issue in Forbesganj
29066,48,20,Voter turnout expected to touch record highs in Forbesganj
29067,48,11,Bihar Elections 2025: Key issues dominate debates in Forbesganj
29068,48,6,Women voters of Forbesganj demand better primary healthcare and clean water
29069,48,10,Flood protection works in Forbesganj inspected by state cabinet delegation
29070,48,6,Women voters of Forbesganj demand better primary healthcare and clean water
29071,48,21,Political rally in Forbesganj draws massive crowds ahead of voting day
29072,48,21,Political rally in Forbesganj draws massive crowds ahead of voting day
29073,48,10,Flood protection works in Forbesganj inspected by state cabinet delegation
29074,48,17,Independent candidates emerge as spoilers in Forbesganj triangular contest
29075,48,74,High stakes battle in Forbesganj as rival candidates file affidavits
29076,48,6,Women voters of Forbesganj demand better primary healthcare and clean water
29077,48,74,High stakes battle in Forbesganj as rival candidates file affidavits
29078,48,15,Welfare scheme execution becomes election issue in Forbesganj
29079,48,20,Voter turnout expected to touch record highs in Forbesganj
29080,48,74,High stakes battle in Forbesganj as rival candidates file affidavits
29081,48,74,High stakes battle in Forbesganj as rival candidates file affidavits
29082,48,74,High stakes battle in Forbesganj as rival candidates file affidavits
29083,48,74,High stakes battle in Forbesganj as rival candidates file affidavits
29084,48,17,Independent candidates emerge as spoilers in Forbesganj triangular contest
29085,48,17,Independent candidates emerge as spoilers in Forbesganj triangular contest
29086,48,20,Voter turnout expected to touch record highs in Forbesganj
29087,48,15,Welfare scheme execution becomes election issue in Forbesganj
29088,48,15,Welfare scheme execution becomes election issue in Forbesganj
29089,48,74,High stakes battle in Forbesganj as rival candidates file affidavits
29090,49,81,Women voters of Araria demand better primary healthcare and clean water
29091,49,9,Economic survey reports positive growth in Araria assembly segment
29092,49,45,High stakes battle in Araria as rival candidates file affidavits
29093,49,45,High stakes battle in Araria as rival candidates file affidavits
29094,49,90,Flood protection works in Araria inspected by state cabinet delegation
29095,49,45,High stakes battle in Araria as rival candidates file affidavits
29096,49,81,Women voters of Araria demand better primary healthcare and clean water
29097,49,130,Voter turnout expected to touch record highs in Araria
29098,49,9,Economic survey reports positive growth in Araria assembly segment
29099,49,-1,Political rally in Araria draws massive crowds ahead of voting day
29100,49,-1,Political rally in Araria draws massive crowds ahead of voting day
29101,49,90,Flood protection works in Araria inspected by state cabinet delegation
29102,49,16,Independent candidates emerge as spoilers in Araria triangular contest
29103,49,-1,Political rally in Araria draws massive crowds ahead of voting day
29104,49,16,Independent candidates emerge as spoilers in Araria triangular contest
29105,49,81,Women voters of Araria demand better primary healthcare and clean water
29106,49,90,Flood protection works in Araria inspected by state cabinet delegation
29107,49,45,High stakes battle in Araria as rival candidates file affidavits
29108,49,90,Flood protection works in Araria inspected by state cabinet delegation
